0	35241.06235277375
1	35149.86648640755
2	35064.12355412895
3	34983.83355593795
4	34908.99649183455
5	34839.612361818756
6	34775.68116589055
7	34717.202904049955
8	34664.177576296956
9	34616.60518263156
10	34574.48572305376
11	34537.819197563564
12	34506.60560616096
13	34480.84494884597
14	34460.53722561857
15	34445.682436478775
16	34436.28058142658
17	34432.33166046199
18	34433.83567358499
19	34440.79262079559
20	34453.2025020938
21	34471.06531747961
22	34494.38106695301
23	34523.14975051402
24	34557.371368162625
25	34597.04591989883
26	34642.17340572264
27	34692.75382563405
28	34748.78717963305
29	34810.273467719664
30	34877.212689893866
31	34949.60484615568
32	35027.44993650509
33	35110.74796094209
34	35199.4989194667
35	35293.70281207891
36	35393.35963877872
0	35241.06235277375
1	35149.86648640755
2	35064.12355412895
3	34983.83355593795
4	34908.99649183455
5	34839.612361818756
6	34775.68116589055
7	34717.202904049955
8	34664.177576296956
9	34616.60518263156
10	34574.48572305376
11	34537.819197563564
12	34506.60560616096
13	34480.84494884597
14	34460.53722561857
15	34445.682436478775
16	34436.28058142658
17	34432.33166046199
18	34433.83567358499
19	34440.79262079559
20	34453.2025020938
21	34471.06531747961
22	34494.38106695301
23	34523.14975051402
24	34557.371368162625
25	34597.04591989883
26	34642.17340572264
27	34692.75382563405
28	34748.78717963305
29	34810.273467719664
30	34877.212689893866
31	34949.60484615568
32	35027.44993650509
33	35110.74796094209
34	35199.4989194667
35	35293.70281207891
36	35393.35963877872
0	35241.06235277375
1	35149.86648640755
2	35064.12355412895
3	34983.83355593795
4	34908.99649183455
5	34839.612361818756
6	34775.68116589055
7	34717.202904049955
8	34664.177576296956
9	34616.60518263156
10	34574.48572305376
11	34537.819197563564
12	34506.60560616096
13	34480.84494884597
14	34460.53722561857
15	34445.682436478775
16	34436.28058142658
17	34432.33166046199
18	34433.83567358499
19	34440.79262079559
20	34453.2025020938
21	34471.06531747961
22	34494.38106695301
23	34523.14975051402
24	34557.371368162625
25	34597.04591989883
26	34642.17340572264
27	34692.75382563405
28	34748.78717963305
29	34810.273467719664
30	34877.212689893866
31	34949.60484615568
32	35027.44993650509
33	35110.74796094209
34	35199.4989194667
35	35293.70281207891
36	35393.35963877872
0	35241.06235277375
1	35149.86648640755
2	35064.12355412895
3	34983.83355593795
4	34908.99649183455
5	34839.612361818756
6	34775.68116589055
7	34717.202904049955
8	34664.177576296956
9	34616.60518263156
10	34574.48572305376
11	34537.819197563564
12	34506.60560616096
13	34480.84494884597
14	34460.53722561857
15	34445.682436478775
16	34436.28058142658
17	34432.33166046199
18	34433.83567358499
19	34440.79262079559
20	34453.2025020938
21	34471.06531747961
22	34494.38106695301
23	34523.14975051402
24	34557.371368162625
25	34597.04591989883
26	34642.17340572264
27	34692.75382563405
28	34748.78717963305
29	34810.273467719664
30	34877.212689893866
31	34949.60484615568
32	35027.44993650509
33	35110.74796094209
34	35199.4989194667
35	35293.70281207891
36	35393.35963877872
0	35241.06235277375
1	35149.86648640755
2	35064.12355412895
3	34983.83355593795
4	34908.99649183455
5	34839.612361818756
6	34775.68116589055
7	34717.202904049955
8	34664.177576296956
9	34616.60518263156
10	34574.48572305376
11	34537.819197563564
12	34506.60560616096
13	34480.84494884597
14	34460.53722561857
15	34445.682436478775
16	34436.28058142658
17	34432.33166046199
18	34433.83567358499
19	34440.79262079559
20	34453.2025020938
21	34471.06531747961
22	34494.38106695301
23	34523.14975051402
24	34557.371368162625
25	34597.04591989883
26	34642.17340572264
27	34692.75382563405
28	34748.78717963305
29	34810.273467719664
30	34877.212689893866
31	34949.60484615568
32	35027.44993650509
33	35110.74796094209
34	35199.4989194667
35	35293.70281207891
36	35393.35963877872
0	35241.06235277375
1	35149.86648640755
2	35064.12355412895
3	34983.83355593795
4	34908.99649183455
5	34839.612361818756
6	34775.68116589055
7	34717.202904049955
8	34664.177576296956
9	34616.60518263156
10	34574.48572305376
11	34537.819197563564
12	34506.60560616096
13	34480.84494884597
14	34460.53722561857
15	34445.682436478775
16	34436.28058142658
17	34432.33166046199
18	34433.83567358499
19	34440.79262079559
20	34453.2025020938
21	34471.06531747961
22	34494.38106695301
23	34523.14975051402
24	34557.371368162625
25	34597.04591989883
26	34642.17340572264
27	34692.75382563405
28	34748.78717963305
29	34810.273467719664
30	34877.212689893866
31	34949.60484615568
32	35027.44993650509
33	35110.74796094209
34	35199.4989194667
35	35293.70281207891
36	35393.35963877872
