0.1	0.11010491123533
0.2	0.0991555730836242
0.3	0.088968849627995
0.4	0.0795011657290877
0.5	0.070711157074313
0.6	0.0625595675101734
0.7	0.0550091514549448
0.8	0.0480245768983491
0.9	0.0415723356791994
1	0.0356206568216104
1.1	0.0301394236140311
1.2	0.0251000943443324
1.3	0.020475627908008
1.4	0.016240410282294
1.5	0.0123701867571669
1.6	0.00884199591827744
1.7	0.00563410680000968
1.8	0.00272595928982291
1.9	9.81069609816487E-05
2	-0.00226783765878648
2.1	-0.0043892549857909
2.2	-0.00628256783983216
2.3	-0.00796328906489314
2.4	-0.00944606651330573
2.5	-0.0107447262072154
2.6	-0.011872313469944
2.7	-0.0128411321006446
2.8	-0.0136627815357764
2.9	-0.0143481927357849
3	-0.0149076619687319
3.1	-0.0153508832365004
3.2	-0.0156869791012068
3.3	-0.0159245300332772
3.4	-0.0160716023867247
3.5	-0.0161357751785151
3.6	-0.0161241654174065
3.7	-0.0160434522730772
3.8	-0.0158999001050609
3.9	-0.015699380380794
4	-0.0154473927162803
4.1	-0.0151490844543564
4.2	-0.0148092698543928
4.3	-0.0144324478492051
4.4	-0.0140228193246615
4.5	-0.0135843033169761
4.6	-0.0131205524872616
4.7	-0.0126349678579484
4.8	-0.0121307127738378
4.9	-0.0116107262270759
5	-0.0110777355399061
5.1	-0.0105342682077466
5.2	-0.00998266356158195
5.3	-0.00942508326686208
5.4	-0.00886352191962368
5.5	-0.00829981659372259
5.6	-0.00773565624561909
5.7	-0.00717259035569634
5.8	-0.00661203744417253
5.9	-0.0060552928039679
6	-0.00550353615875797
6.1	-0.00495783864113956
6.2	-0.00441916959087434
6.3	-0.00388840293310948
6.4	-0.00336632323579634
6.5	-0.00285363140621385
6.6	-0.00235095011509019
6.7	-0.00185882895437523
6.8	-0.00137774921426002
6.9	-0.00090812856835076
7	-0.0004503253567964
7.1	-4.64265484099743E-06
7.2	0.000428667784897536
7.3	0.000849401933009736
7.4	0.00125739995102707
7.5	0.00165254306557824
7.6	0.00203475034891742
7.7	0.00240397598188374
7.8	0.00276020636294473
7.9	0.00310345761321686
8	0.0034337731736014
8.1	0.00375122149436737
8.2	0.00405589390486958
8.3	0.00434790260087489
8.4	0.00462737871888575
8.5	0.00489447060326894
8.6	0.00514934213412964
8.7	0.00539217113893361
8.8	0.00562314794434206
8.9	0.00584247399197602
9	0.00605036057756255
9.1	0.00624702762109657
9.2	0.00643270260156396
9.3	0.00660761942538146
9.4	0.00677201753776384
9.5	0.00692614094519375
9.6	0.00707023741468396
9.7	0.00720455768418922
9.8	0.00732935473033937
9.9	0.0074448830746274
10	0.00755139817545045
10.1	0.00764915587637918
10.2	0.00773841180922985
10.3	0.00781942096656437
10.4	0.00789243722219014
10.5	0.00795771291709114
10.6	0.00801549850263819
10.7	0.00806604217461139
10.8	0.00810958955214838
10.9	0.00814638342527777
11	0.00817666347442621
11.1	0.00820066604129416
11.2	0.00821862392307972
11.3	0.00823076621527904
11.4	0.00823731808992563
11.5	0.00823850072104189
11.6	0.0082345311098617
11.7	0.00822562199987487
11.8	0.00821198176456736
11.9	0.00819381435619412
12	0.00817131924391389
12.1	0.00814469134115159
12.2	0.00811412099813282
12.3	0.00807979395513481
12.4	0.00804189131357081
12.5	0.00800058959046205
12.6	0.0079560606367347
12.7	0.00790847172269072
12.8	0.00785798551479499
12.9	0.00780476011978047
13	0.00774894910986207
13.1	0.00769070156894432
13.2	0.00763016211865249
13.3	0.00756747099104156
13.4	0.00750276404672024
13.5	0.00743617287659376
13.6	0.00736782482503401
13.7	0.0072978430628609
13.8	0.00722634666212315
13.9	0.00715345066460916
14	0.00707926613336597
14.1	0.00700390025497817
14.2	0.00692745636820907
14.3	0.00685003411112985
14.4	0.00677172941306784
14.5	0.00669263465059964
14.6	0.00661283865500518
14.7	0.00653242685035193
14.8	0.00645148129704335
14.9	0.00637008077542599
15	0.00628830088618323
15.1	0.00620621409647042
15.2	0.00612388985147671
15.3	0.00604139462261687
15.4	0.0059587920168898
15.5	0.00587614282282095
15.6	0.00579350510890869
15.7	0.00571093429539132
15.8	0.00562848322429286
15.9	0.00554620222778671
16	0.00546413922801996
16.1	0.00538233976461477
16.2	0.00530084712571681
16.3	0.00521970235612496
16.4	0.00513894436917592
16.5	0.00505861000021719
16.6	0.00497873406828807
16.7	0.00489934946123837
16.8	0.00482048715654285
16.9	0.00474217634598373
17	0.00466444444203271
17.1	0.00458731716714489
17.2	0.00451081861727289
17.3	0.00443497128126584
17.4	0.00435979615136149
17.5	0.00428531274188816
17.6	0.00421153915253455
17.7	0.00413849211704366
17.8	0.00406618706896723
17.9	0.00399463816206588
18	0.00392385836947311
18.1	0.00385385946451713
18.2	0.00378465213056835
18.3	0.00371624594589474
18.4	0.0036486494940464
18.5	0.00358187034845808
18.6	0.00351591514590907
18.7	0.00345078961307066
18.8	0.00338649860875454
18.9	0.00332304616096449
19	0.00326043551130958
19.1	0.00319866914447352
19.2	0.00313774881047304
19.3	0.00307767558241559
19.4	0.00301844986992402
19.5	0.0029600714630365
19.6	0.00290253955265766
19.7	0.00284585276534398
19.8	0.00279000918341938
19.9	0.00273500639283001
20	0.00268084148503019
20.1	0.0026275110992885
20.2	0.00257501143725215
20.3	0.00252333829783032
20.4	0.00247248708568722
20.5	0.00242245284482432
20.6	0.00237323028475618
20.7	0.00232481377853
20.8	0.00227719741459211
20.9	0.00223037498582091
21	0.00218434002957117
21.1	0.00213908582830407
21.2	0.00209460544230995
21.3	0.00205089171928799
21.4	0.00200793729847316
21.5	0.00196573465851225
21.6	0.00192427608932194
21.7	0.00188355374115712
21.8	0.00184355961888008
21.9	0.00180428560324369
22	0.00176572346119759
22.1	0.00172786484766374
22.2	0.00169070134691449
22.3	0.00165422443333422
22.4	0.00161842553947362
22.5	0.00158329601939467
